nome_distrito;dengue_diagnosis;ano;mes;chave;precipitacao (mm);temperatura (°C);umidade ar (%);densidade_demografica;t-1;t-2;t-3;precipitacao (mm)-1;temperatura (°C)-1;umidade ar (%)-1;zika-1;chikungunya-1;sum_vizinhos_t-1;cod_distrito;qtd_cnes;liraa
CENTRO;22;2017;1;2079274320171;194.8;25.37;77.69;10646.12;22;4;5;194.8;25.37;77.69;22;22;48;20792743;0;0
CENTRO;17;2017;2;2079274320172;43.0;26.21;77.29;10646.12;22;22;4;194.8;25.37;77.69;22;22;48;20792743;0;0
CENTRO;8;2017;3;2079274320173;162.2;23.32;78.28;10646.12;17;22;22;43.0;26.21;77.29;17;17;21;20792743;0;0
CENTRO;4;2017;4;2079274320174;113.0;20.35;78.93;10646.12;8;17;22;162.2;23.32;78.28;8;8;19;20792743;0;0
CENTRO;3;2017;5;2079274320175;179.8;18.44;86.78;10646.12;4;8;17;113.0;20.35;78.93;4;4;16;20792743;0;0
CENTRO;3;2017;6;2079274320176;197.0;16.14;84.48;10646.12;3;4;8;179.8;18.44;86.78;3;3;10;20792743;0;0
CENTRO;1;2017;7;2079274320177;17.0;16.8;75.65;10646.12;3;3;4;197.0;16.14;84.48;3;3;3;20792743;0;0
CENTRO;3;2017;8;2079274320178;104.4;17.48;80.06;10646.12;1;3;3;17.0;16.8;75.65;1;1;1;20792743;0;0
CENTRO;3;2017;9;2079274320179;166.4;20.31;81.49;10646.12;3;1;3;104.4;17.48;80.06;3;3;6;20792743;0;0
CENTRO;6;2017;10;20792743201710;289.8;20.0;78.24;10646.12;3;3;1;166.4;20.31;81.49;3;3;4;20792743;0;0
CENTRO;7;2017;11;20792743201711;136.0;20.72;73.89;10646.12;6;3;3;289.8;20.0;78.24;6;6;6;20792743;0;0
CENTRO;7;2017;12;20792743201712;153.2;23.86;76.55;10646.12;7;6;3;136.0;20.72;73.89;7;7;14;20792743;0;0
CENTRO;7;2018;1;2079274320181;149.8;24.55;77.28;10646.12;7;7;6;153.2;23.86;76.55;7;7;8;20792743;0;0
CENTRO;6;2018;2;2079274320182;110.4;23.78;77.16;10646.12;7;7;7;149.8;24.55;77.28;7;7;15;20792743;0;0
CENTRO;1;2018;3;2079274320183;116.6;22.99;79.94;10646.12;6;7;7;110.4;23.78;77.16;6;6;10;20792743;0;0
CENTRO;1;2018;4;2079274320184;88.8;23.14;81.22;10646.12;1;6;7;116.6;22.99;79.94;1;1;8;20792743;0;0
CENTRO;6;2018;5;2079274320185;91.8;18.05;82.33;10646.12;1;1;6;88.8;23.14;81.22;1;1;0;20792743;0;0
CENTRO;3;2018;6;2079274320186;145.2;13.28;86.15;10646.12;6;1;1;91.8;18.05;82.33;6;6;4;20792743;0;0
CENTRO;0;2018;7;2079274320187;167.6;14.52;87.67;10646.12;3;6;1;145.2;13.28;86.15;3;3;6;20792743;0;0
CENTRO;1;2018;8;2079274320188;147.2;14.08;82.36;10646.12;0;3;6;167.6;14.52;87.67;0;0;1;20792743;0;0
CENTRO;1;2018;9;2079274320189;147.0;19.11;83.8;10646.12;1;0;3;147.2;14.08;82.36;1;1;6;20792743;0;0
CENTRO;0;2018;10;20792743201810;91.6;20.03;77.69;10646.12;1;1;0;147.0;19.11;83.8;1;1;3;20792743;0;0
CENTRO;2;2018;11;20792743201811;129.2;22.58;74.61;10646.12;0;1;1;91.6;20.03;77.69;0;0;5;20792743;0;0
CENTRO;1;2018;12;20792743201812;61.4;23.98;73.18;10646.12;2;0;1;129.2;22.58;74.61;2;2;5;20792743;0;0
CENTRO;1;2019;1;2079274320191;117.6;26.66;77.85;10646.12;1;2;0;61.4;23.98;73.18;1;1;0;20792743;0;0
CENTRO;5;2019;2;2079274320192;95.8;24.58;76.44;10646.12;1;1;2;117.6;26.66;77.85;1;1;8;20792743;0;0
CENTRO;6;2019;3;2079274320193;80.2;22.99;78.65;10646.12;5;1;1;95.8;24.58;76.44;5;5;8;20792743;0;0
CENTRO;14;2019;4;2079274320194;238.0;21.8;85.52;10646.12;6;5;1;80.2;22.99;78.65;6;6;14;20792743;0;0
CENTRO;18;2019;5;2079274320195;250.6;19.06;90.15;10646.12;14;6;5;238.0;21.8;85.52;14;14;55;20792743;0;0
CENTRO;18;2019;6;2079274320196;67.8;18.47;79.23;10646.12;18;14;6;250.6;19.06;90.15;18;18;71;20792743;0;0
CENTRO;4;2019;7;2079274320197;134.2;13.65;80.61;10646.12;18;18;14;67.8;18.47;79.23;18;18;68;20792743;0;0
CENTRO;3;2019;8;2079274320198;79.4;15.57;74.54;10646.12;4;18;18;134.2;13.65;80.61;4;4;23;20792743;0;0
CENTRO;4;2019;9;2079274320199;90.8;16.91;76.06;10646.12;3;4;18;79.4;15.57;74.54;3;3;13;20792743;0;0
CENTRO;3;2019;10;20792743201910;277.0;20.59;78.76;10646.12;4;3;4;90.8;16.91;76.06;4;4;5;20792743;0;0
CENTRO;4;2019;11;20792743201911;91.2;22.24;73.57;10646.12;3;4;3;277.0;20.59;78.76;3;3;6;20792743;0;0
CENTRO;6;2019;12;20792743201912;19.2;24.81;61.11;10646.12;4;3;4;91.2;22.24;73.57;4;4;6;20792743;0;0
CENTRO;17;2020;1;2079274320201;81.6;25.32;70.41;10646.12;6;4;3;19.2;24.81;61.11;6;6;14;20792743;0;0
CENTRO;7;2020;2;2079274320202;83.0;24.81;68.1;10646.12;17;6;4;81.6;25.32;70.41;17;17;14;20792743;0;0
CENTRO;7;2020;3;2079274320203;23.4;24.48;71.13;10646.12;7;17;6;83.0;24.81;68.1;7;7;18;20792743;0;0
CENTRO;5;2020;4;2079274320204;30.8;20.44;70.94;10646.12;7;7;17;23.4;24.48;71.13;7;7;9;20792743;0;0
CENTRO;2;2020;5;2079274320205;132.2;16.83;74.98;10646.12;5;7;7;30.8;20.44;70.94;5;5;7;20792743;0;0
CENTRO;4;2020;6;2079274320206;235.2;16.45;79.76;10646.12;2;5;7;132.2;16.83;74.98;2;2;3;20792743;0;0
CENTRO;1;2020;7;2079274320207;262.0;13.73;78.43;10646.12;4;2;5;235.2;16.45;79.76;4;4;1;20792743;0;0
CENTRO;0;2020;8;2079274320208;78.4;16.1;75.38;10646.12;1;4;2;262.0;13.73;78.43;1;1;1;20792743;0;0
CENTRO;0;2020;9;2079274320209;230.2;16.87;81.81;10646.12;0;1;4;78.4;16.1;75.38;0;0;0;20792743;0;0
CENTRO;0;2020;10;20792743202010;97.0;19.36;76.87;10646.12;0;0;1;230.2;16.87;81.81;0;0;0;20792743;0;0
CENTRO;1;2020;11;20792743202011;52.4;21.7;72.57;10646.12;0;0;0;97.0;19.36;76.87;0;0;1;20792743;0;0
CENTRO;2;2020;12;20792743202012;104.4;23.86;71.45;10646.12;1;0;0;52.4;21.7;72.57;1;1;1;20792743;0;0
CENTRO;0;2021;1;2079274320211;129.0;24.93;70.98;10646.12;2;1;0;104.4;23.86;71.45;2;2;1;20792743;0;0
CENTRO;0;2021;2;2079274320212;30.2;24.56;72.08;10646.12;0;2;1;129.0;24.93;70.98;0;0;3;20792743;0;0
CENTRO;1;2021;3;2079274320213;79.2;23.69;77.53;10646.12;0;0;2;30.2;24.56;72.08;0;0;6;20792743;0;0
CENTRO;4;2021;4;2079274320214;27.0;21.77;71.68;10646.12;1;0;0;79.2;23.69;77.53;1;1;5;20792743;0;0
CENTRO;6;2021;5;2079274320215;164.8;15.51;76.38;10646.12;4;1;0;27.0;21.77;71.68;4;4;45;20792743;0;0
CENTRO;1;2021;6;2079274320216;173.2;14.38;81.87;10646.12;6;4;1;164.8;15.51;76.38;6;6;27;20792743;0;0
CENTRO;1;2021;7;2079274320217;46.6;13.59;77.22;10646.12;1;6;4;173.2;14.38;81.87;1;1;2;20792743;0;0
CENTRO;0;2021;8;2079274320218;135.0;16.54;80.21;10646.12;1;1;6;46.6;13.59;77.22;1;1;2;20792743;0;0
CENTRO;1;2021;9;2079274320219;202.2;18.21;79.4;10646.12;0;1;1;135.0;16.54;80.21;0;0;1;20792743;0;0
CENTRO;2;2021;10;20792743202110;60.4;19.68;71.96;10646.12;1;0;1;202.2;18.21;79.4;1;1;1;20792743;0;0
CENTRO;2;2021;11;20792743202111;85.0;21.9;69.75;10646.12;2;1;0;60.4;19.68;71.96;2;2;1;20792743;0;0
CENTRO;3;2021;12;20792743202112;88.4;23.12;72.17;10646.12;2;2;1;85.0;21.9;69.75;2;2;5;20792743;0;0
CENTRO;3;2022;1;2079274320221;195.2;26.21;71.14;10646.12;3;2;2;88.4;23.12;72.17;3;3;2;20792743;0;0
CENTRO;5;2022;2;2079274320222;29.0;25.2;71.01;10646.12;3;3;2;195.2;26.21;71.14;3;3;5;20792743;0;0
CENTRO;125;2022;3;2079274320223;184.8;22.67;76.84;10646.12;5;3;3;29.0;25.2;71.01;5;5;29;20792743;0;0
CENTRO;345;2022;4;2079274320224;116.2;19.8;79.07;10646.12;125;5;3;184.8;22.67;76.84;125;125;1017;20792743;0;0
CENTRO;161;2022;5;2079274320225;153.8;15.64;84.43;10646.12;345;125;5;116.2;19.8;79.07;345;345;2018;20792743;0;0
CENTRO;28;2022;6;2079274320226;99.0;13.1;83.77;10646.12;161;345;125;153.8;15.64;84.43;161;161;634;20792743;0;0
CENTRO;12;2022;7;2079274320227;150.2;16.35;83.82;10646.12;28;161;345;99.0;13.1;83.77;28;28;121;20792743;0;0
CENTRO;6;2022;8;2079274320228;103.6;15.15;78.73;10646.12;12;28;161;150.2;16.35;83.82;12;12;108;20792743;0;0
CENTRO;4;2022;9;2079274320229;73.2;16.52;75.62;10646.12;6;12;28;103.6;15.15;78.73;6;6;29;20792743;0;0
CENTRO;5;2022;10;20792743202210;96.2;19.02;75.58;10646.12;4;6;12;73.2;16.52;75.62;4;4;12;20792743;0;0
CENTRO;4;2022;11;20792743202211;52.2;20.99;70.63;10646.12;5;4;6;96.2;19.02;75.58;5;5;10;20792743;0;0
CENTRO;12;2022;12;20792743202212;63.6;23.97;70.19;10646.12;4;5;4;52.2;20.99;70.63;4;4;19;20792743;0;0
CENTRO SUL;10;2017;1;6024765420171;194.8;25.37;77.69;3847.64;10;6;2;194.8;25.37;77.69;10;10;24;60247654;0;0
CENTRO SUL;4;2017;2;6024765420172;43.0;26.21;77.29;3847.64;10;10;6;194.8;25.37;77.69;10;10;24;60247654;0;0
CENTRO SUL;6;2017;3;6024765420173;162.2;23.32;78.28;3847.64;4;10;10;43.0;26.21;77.29;4;4;9;60247654;0;0
CENTRO SUL;2;2017;4;6024765420174;113.0;20.35;78.93;3847.64;6;4;10;162.2;23.32;78.28;6;6;12;60247654;0;0
CENTRO SUL;0;2017;5;6024765420175;179.8;18.44;86.78;3847.64;2;6;4;113.0;20.35;78.93;2;2;6;60247654;0;0
CENTRO SUL;3;2017;6;6024765420176;197.0;16.14;84.48;3847.64;0;2;6;179.8;18.44;86.78;0;0;8;60247654;0;0
CENTRO SUL;2;2017;7;6024765420177;17.0;16.8;75.65;3847.64;3;0;2;197.0;16.14;84.48;3;3;2;60247654;0;0
CENTRO SUL;0;2017;8;6024765420178;104.4;17.48;80.06;3847.64;2;3;0;17.0;16.8;75.65;2;2;2;60247654;0;0
CENTRO SUL;1;2017;9;6024765420179;166.4;20.31;81.49;3847.64;0;2;3;104.4;17.48;80.06;0;0;2;60247654;0;0
CENTRO SUL;0;2017;10;60247654201710;289.8;20.0;78.24;3847.64;1;0;2;166.4;20.31;81.49;1;1;0;60247654;0;0
CENTRO SUL;2;2017;11;60247654201711;136.0;20.72;73.89;3847.64;0;1;0;289.8;20.0;78.24;0;0;1;60247654;0;0
CENTRO SUL;3;2017;12;60247654201712;153.2;23.86;76.55;3847.64;2;0;1;136.0;20.72;73.89;2;2;2;60247654;0;0
CENTRO SUL;3;2018;1;6024765420181;149.8;24.55;77.28;3847.64;3;2;0;153.2;23.86;76.55;3;3;1;60247654;0;0
CENTRO SUL;2;2018;2;6024765420182;110.4;23.78;77.16;3847.64;3;3;2;149.8;24.55;77.28;3;3;5;60247654;0;0
CENTRO SUL;2;2018;3;6024765420183;116.6;22.99;79.94;3847.64;2;3;3;110.4;23.78;77.16;2;2;5;60247654;0;0
CENTRO SUL;0;2018;4;6024765420184;88.8;23.14;81.22;3847.64;2;2;3;116.6;22.99;79.94;2;2;2;60247654;0;0
CENTRO SUL;0;2018;5;6024765420185;91.8;18.05;82.33;3847.64;0;2;2;88.8;23.14;81.22;0;0;3;60247654;0;0
CENTRO SUL;0;2018;6;6024765420186;145.2;13.28;86.15;3847.64;0;0;2;91.8;18.05;82.33;0;0;1;60247654;0;0
CENTRO SUL;0;2018;7;6024765420187;167.6;14.52;87.67;3847.64;0;0;0;145.2;13.28;86.15;0;0;0;60247654;0;0
CENTRO SUL;0;2018;8;6024765420188;147.2;14.08;82.36;3847.64;0;0;0;167.6;14.52;87.67;0;0;0;60247654;0;0
CENTRO SUL;2;2018;9;6024765420189;147.0;19.11;83.8;3847.64;0;0;0;147.2;14.08;82.36;0;0;0;60247654;0;0
CENTRO SUL;0;2018;10;60247654201810;91.6;20.03;77.69;3847.64;2;0;0;147.0;19.11;83.8;2;2;2;60247654;0;0
CENTRO SUL;0;2018;11;60247654201811;129.2;22.58;74.61;3847.64;0;2;0;91.6;20.03;77.69;0;0;4;60247654;0;0
CENTRO SUL;0;2018;12;60247654201812;61.4;23.98;73.18;3847.64;0;0;2;129.2;22.58;74.61;0;0;0;60247654;0;0
CENTRO SUL;0;2019;1;6024765420191;117.6;26.66;77.85;3847.64;0;0;0;61.4;23.98;73.18;0;0;1;60247654;0;0
CENTRO SUL;2;2019;2;6024765420192;95.8;24.58;76.44;3847.64;0;0;0;117.6;26.66;77.85;0;0;1;60247654;0;0
CENTRO SUL;0;2019;3;6024765420193;80.2;22.99;78.65;3847.64;2;0;0;95.8;24.58;76.44;2;2;2;60247654;0;0
CENTRO SUL;3;2019;4;6024765420194;238.0;21.8;85.52;3847.64;0;2;0;80.2;22.99;78.65;0;0;1;60247654;0;0
CENTRO SUL;12;2019;5;6024765420195;250.6;19.06;90.15;3847.64;3;0;2;238.0;21.8;85.52;3;3;10;60247654;0;0
CENTRO SUL;5;2019;6;6024765420196;67.8;18.47;79.23;3847.64;12;3;0;250.6;19.06;90.15;12;12;18;60247654;0;0
CENTRO SUL;1;2019;7;6024765420197;134.2;13.65;80.61;3847.64;5;12;3;67.8;18.47;79.23;5;5;6;60247654;0;0
CENTRO SUL;3;2019;8;6024765420198;79.4;15.57;74.54;3847.64;1;5;12;134.2;13.65;80.61;1;1;6;60247654;0;0
CENTRO SUL;1;2019;9;6024765420199;90.8;16.91;76.06;3847.64;3;1;5;79.4;15.57;74.54;3;3;1;60247654;0;0
CENTRO SUL;1;2019;10;60247654201910;277.0;20.59;78.76;3847.64;1;3;1;90.8;16.91;76.06;1;1;3;60247654;0;0
CENTRO SUL;1;2019;11;60247654201911;91.2;22.24;73.57;3847.64;1;1;3;277.0;20.59;78.76;1;1;4;60247654;0;0
CENTRO SUL;0;2019;12;60247654201912;19.2;24.81;61.11;3847.64;1;1;1;91.2;22.24;73.57;1;1;6;60247654;0;0
CENTRO SUL;1;2020;1;6024765420201;81.6;25.32;70.41;3847.64;0;1;1;19.2;24.81;61.11;0;0;5;60247654;0;0
CENTRO SUL;4;2020;2;6024765420202;83.0;24.81;68.1;3847.64;1;0;1;81.6;25.32;70.41;1;1;3;60247654;0;0
CENTRO SUL;2;2020;3;6024765420203;23.4;24.48;71.13;3847.64;4;1;0;83.0;24.81;68.1;4;4;6;60247654;0;0
CENTRO SUL;1;2020;4;6024765420204;30.8;20.44;70.94;3847.64;2;4;1;23.4;24.48;71.13;2;2;4;60247654;0;0
CENTRO SUL;1;2020;5;6024765420205;132.2;16.83;74.98;3847.64;1;2;4;30.8;20.44;70.94;1;1;1;60247654;0;0
CENTRO SUL;0;2020;6;6024765420206;235.2;16.45;79.76;3847.64;1;1;2;132.2;16.83;74.98;1;1;0;60247654;0;0
CENTRO SUL;0;2020;7;6024765420207;262.0;13.73;78.43;3847.64;0;1;1;235.2;16.45;79.76;0;0;1;60247654;0;0
CENTRO SUL;0;2020;8;6024765420208;78.4;16.1;75.38;3847.64;0;0;1;262.0;13.73;78.43;0;0;0;60247654;0;0
CENTRO SUL;0;2020;9;6024765420209;230.2;16.87;81.81;3847.64;0;0;0;78.4;16.1;75.38;0;0;0;60247654;0;0
CENTRO SUL;0;2020;10;60247654202010;97.0;19.36;76.87;3847.64;0;0;0;230.2;16.87;81.81;0;0;1;60247654;0;0
CENTRO SUL;0;2020;11;60247654202011;52.4;21.7;72.57;3847.64;0;0;0;97.0;19.36;76.87;0;0;1;60247654;0;0
CENTRO SUL;0;2020;12;60247654202012;104.4;23.86;71.45;3847.64;0;0;0;52.4;21.7;72.57;0;0;1;60247654;0;0
CENTRO SUL;1;2021;1;6024765420211;129.0;24.93;70.98;3847.64;0;0;0;104.4;23.86;71.45;0;0;0;60247654;0;0
CENTRO SUL;1;2021;2;6024765420212;30.2;24.56;72.08;3847.64;1;0;0;129.0;24.93;70.98;1;1;0;60247654;0;0
CENTRO SUL;0;2021;3;6024765420213;79.2;23.69;77.53;3847.64;1;1;0;30.2;24.56;72.08;1;1;1;60247654;0;0
CENTRO SUL;3;2021;4;6024765420214;27.0;21.77;71.68;3847.64;0;1;1;79.2;23.69;77.53;0;0;1;60247654;0;0
CENTRO SUL;1;2021;5;6024765420215;164.8;15.51;76.38;3847.64;3;0;1;27.0;21.77;71.68;3;3;3;60247654;0;0
CENTRO SUL;1;2021;6;6024765420216;173.2;14.38;81.87;3847.64;1;3;0;164.8;15.51;76.38;1;1;4;60247654;0;0
CENTRO SUL;1;2021;7;6024765420217;46.6;13.59;77.22;3847.64;1;1;3;173.2;14.38;81.87;1;1;1;60247654;0;0
CENTRO SUL;0;2021;8;6024765420218;135.0;16.54;80.21;3847.64;1;1;1;46.6;13.59;77.22;1;1;3;60247654;0;0
CENTRO SUL;0;2021;9;6024765420219;202.2;18.21;79.4;3847.64;0;1;1;135.0;16.54;80.21;0;0;0;60247654;0;0
CENTRO SUL;0;2021;10;60247654202110;60.4;19.68;71.96;3847.64;0;0;1;202.2;18.21;79.4;0;0;0;60247654;0;0
CENTRO SUL;0;2021;11;60247654202111;85.0;21.9;69.75;3847.64;0;0;0;60.4;19.68;71.96;0;0;0;60247654;0;0
CENTRO SUL;0;2021;12;60247654202112;88.4;23.12;72.17;3847.64;0;0;0;85.0;21.9;69.75;0;0;2;60247654;0;0
CENTRO SUL;1;2022;1;6024765420221;195.2;26.21;71.14;3847.64;0;0;0;88.4;23.12;72.17;0;0;1;60247654;0;0
CENTRO SUL;3;2022;2;6024765420222;29.0;25.2;71.01;3847.64;1;0;0;195.2;26.21;71.14;1;1;3;60247654;0;0
CENTRO SUL;164;2022;3;6024765420223;184.8;22.67;76.84;3847.64;3;1;0;29.0;25.2;71.01;3;3;4;60247654;0;0
CENTRO SUL;248;2022;4;6024765420224;116.2;19.8;79.07;3847.64;164;3;1;184.8;22.67;76.84;164;164;199;60247654;0;0
CENTRO SUL;82;2022;5;6024765420225;153.8;15.64;84.43;3847.64;248;164;3;116.2;19.8;79.07;248;248;507;60247654;0;0
CENTRO SUL;26;2022;6;6024765420226;99.0;13.1;83.77;3847.64;82;248;164;153.8;15.64;84.43;82;82;168;60247654;0;0
CENTRO SUL;9;2022;7;6024765420227;150.2;16.35;83.82;3847.64;26;82;248;99.0;13.1;83.77;26;26;39;60247654;0;0
CENTRO SUL;6;2022;8;6024765420228;103.6;15.15;78.73;3847.64;9;26;82;150.2;16.35;83.82;9;9;29;60247654;0;0
CENTRO SUL;2;2022;9;6024765420229;73.2;16.52;75.62;3847.64;6;9;26;103.6;15.15;78.73;6;6;18;60247654;0;0
CENTRO SUL;2;2022;10;60247654202210;96.2;19.02;75.58;3847.64;2;6;9;73.2;16.52;75.62;2;2;11;60247654;0;0
CENTRO SUL;6;2022;11;60247654202211;52.2;20.99;70.63;3847.64;2;2;6;96.2;19.02;75.58;2;2;7;60247654;0;0
CENTRO SUL;2;2022;12;60247654202212;63.6;23.97;70.19;3847.64;6;2;2;52.2;20.99;70.63;6;6;9;60247654;0;0
CRISTAL;3;2017;1;5781689620171;194.8;25.37;77.69;7056.38;3;1;0;194.8;25.37;77.69;3;3;48;57816896;0;0
CRISTAL;2;2017;2;5781689620172;43.0;26.21;77.29;7056.38;3;3;1;194.8;25.37;77.69;3;3;48;57816896;0;0
CRISTAL;3;2017;3;5781689620173;162.2;23.32;78.28;7056.38;2;3;3;43.0;26.21;77.29;2;2;28;57816896;0;0
CRISTAL;0;2017;4;5781689620174;113.0;20.35;78.93;7056.38;3;2;3;162.2;23.32;78.28;3;3;18;57816896;0;0
CRISTAL;2;2017;5;5781689620175;179.8;18.44;86.78;7056.38;0;3;2;113.0;20.35;78.93;0;0;12;57816896;0;0
CRISTAL;0;2017;6;5781689620176;197.0;16.14;84.48;7056.38;2;0;3;179.8;18.44;86.78;2;2;6;57816896;0;0
CRISTAL;1;2017;7;5781689620177;17.0;16.8;75.65;7056.38;0;2;0;197.0;16.14;84.48;0;0;7;57816896;0;0
CRISTAL;1;2017;8;5781689620178;104.4;17.48;80.06;7056.38;1;0;2;17.0;16.8;75.65;1;1;4;57816896;0;0
CRISTAL;0;2017;9;5781689620179;166.4;20.31;81.49;7056.38;1;1;0;104.4;17.48;80.06;1;1;4;57816896;0;0
CRISTAL;0;2017;10;57816896201710;289.8;20.0;78.24;7056.38;0;1;1;166.4;20.31;81.49;0;0;4;57816896;0;0
CRISTAL;0;2017;11;57816896201711;136.0;20.72;73.89;7056.38;0;0;1;289.8;20.0;78.24;0;0;6;57816896;0;0
CRISTAL;0;2017;12;57816896201712;153.2;23.86;76.55;7056.38;0;0;0;136.0;20.72;73.89;0;0;11;57816896;0;0
CRISTAL;1;2018;1;5781689620181;149.8;24.55;77.28;7056.38;0;0;0;153.2;23.86;76.55;0;0;11;57816896;0;0
CRISTAL;2;2018;2;5781689620182;110.4;23.78;77.16;7056.38;1;0;0;149.8;24.55;77.28;1;1;12;57816896;0;0
CRISTAL;1;2018;3;5781689620183;116.6;22.99;79.94;7056.38;2;1;0;110.4;23.78;77.16;2;2;10;57816896;0;0
CRISTAL;0;2018;4;5781689620184;88.8;23.14;81.22;7056.38;1;2;1;116.6;22.99;79.94;1;1;4;57816896;0;0
CRISTAL;0;2018;5;5781689620185;91.8;18.05;82.33;7056.38;0;1;2;88.8;23.14;81.22;0;0;3;57816896;0;0
CRISTAL;0;2018;6;5781689620186;145.2;13.28;86.15;7056.38;0;0;1;91.8;18.05;82.33;0;0;7;57816896;0;0
CRISTAL;0;2018;7;5781689620187;167.6;14.52;87.67;7056.38;0;0;0;145.2;13.28;86.15;0;0;3;57816896;0;0
CRISTAL;0;2018;8;5781689620188;147.2;14.08;82.36;7056.38;0;0;0;167.6;14.52;87.67;0;0;0;57816896;0;0
CRISTAL;1;2018;9;5781689620189;147.0;19.11;83.8;7056.38;0;0;0;147.2;14.08;82.36;0;0;1;57816896;0;0
CRISTAL;0;2018;10;57816896201810;91.6;20.03;77.69;7056.38;1;0;0;147.0;19.11;83.8;1;1;4;57816896;0;0
CRISTAL;0;2018;11;57816896201811;129.2;22.58;74.61;7056.38;0;1;0;91.6;20.03;77.69;0;0;4;57816896;0;0
CRISTAL;0;2018;12;57816896201812;61.4;23.98;73.18;7056.38;0;0;1;129.2;22.58;74.61;0;0;2;57816896;0;0
CRISTAL;0;2019;1;5781689620191;117.6;26.66;77.85;7056.38;0;0;0;61.4;23.98;73.18;0;0;1;57816896;0;0
CRISTAL;0;2019;2;5781689620192;95.8;24.58;76.44;7056.38;0;0;0;117.6;26.66;77.85;0;0;2;57816896;0;0
CRISTAL;0;2019;3;5781689620193;80.2;22.99;78.65;7056.38;0;0;0;95.8;24.58;76.44;0;0;9;57816896;0;0
CRISTAL;0;2019;4;5781689620194;238.0;21.8;85.52;7056.38;0;0;0;80.2;22.99;78.65;0;0;7;57816896;0;0
CRISTAL;1;2019;5;5781689620195;250.6;19.06;90.15;7056.38;0;0;0;238.0;21.8;85.52;0;0;22;57816896;0;0
CRISTAL;0;2019;6;5781689620196;67.8;18.47;79.23;7056.38;1;0;0;250.6;19.06;90.15;1;1;42;57816896;0;0
CRISTAL;1;2019;7;5781689620197;134.2;13.65;80.61;7056.38;0;1;0;67.8;18.47;79.23;0;0;28;57816896;0;0
CRISTAL;0;2019;8;5781689620198;79.4;15.57;74.54;7056.38;1;0;1;134.2;13.65;80.61;1;1;7;57816896;0;0
CRISTAL;0;2019;9;5781689620199;90.8;16.91;76.06;7056.38;0;1;0;79.4;15.57;74.54;0;0;7;57816896;0;0
CRISTAL;2;2019;10;57816896201910;277.0;20.59;78.76;7056.38;0;0;1;90.8;16.91;76.06;0;0;7;57816896;0;0
CRISTAL;1;2019;11;57816896201911;91.2;22.24;73.57;7056.38;2;0;0;277.0;20.59;78.76;2;2;5;57816896;0;0
CRISTAL;0;2019;12;57816896201912;19.2;24.81;61.11;7056.38;1;2;0;91.2;22.24;73.57;1;1;10;57816896;0;0
CRISTAL;2;2020;1;5781689620201;81.6;25.32;70.41;7056.38;0;1;2;19.2;24.81;61.11;0;0;10;57816896;0;0
CRISTAL;1;2020;2;5781689620202;83.0;24.81;68.1;7056.38;2;0;1;81.6;25.32;70.41;2;2;18;57816896;0;0
CRISTAL;1;2020;3;5781689620203;23.4;24.48;71.13;7056.38;1;2;0;83.0;24.81;68.1;1;1;16;57816896;0;0
CRISTAL;0;2020;4;5781689620204;30.8;20.44;70.94;7056.38;1;1;2;23.4;24.48;71.13;1;1;12;57816896;0;0
CRISTAL;0;2020;5;5781689620205;132.2;16.83;74.98;7056.38;0;1;1;30.8;20.44;70.94;0;0;6;57816896;0;0
CRISTAL;0;2020;6;5781689620206;235.2;16.45;79.76;7056.38;0;0;1;132.2;16.83;74.98;0;0;3;57816896;0;0
CRISTAL;0;2020;7;5781689620207;262.0;13.73;78.43;7056.38;0;0;0;235.2;16.45;79.76;0;0;4;57816896;0;0
CRISTAL;0;2020;8;5781689620208;78.4;16.1;75.38;7056.38;0;0;0;262.0;13.73;78.43;0;0;1;57816896;0;0
CRISTAL;0;2020;9;5781689620209;230.2;16.87;81.81;7056.38;0;0;0;78.4;16.1;75.38;0;0;0;57816896;0;0
CRISTAL;0;2020;10;57816896202010;97.0;19.36;76.87;7056.38;0;0;0;230.2;16.87;81.81;0;0;1;57816896;0;0
CRISTAL;0;2020;11;57816896202011;52.4;21.7;72.57;7056.38;0;0;0;97.0;19.36;76.87;0;0;1;57816896;0;0
CRISTAL;0;2020;12;57816896202012;104.4;23.86;71.45;7056.38;0;0;0;52.4;21.7;72.57;0;0;2;57816896;0;0
CRISTAL;0;2021;1;5781689620211;129.0;24.93;70.98;7056.38;0;0;0;104.4;23.86;71.45;0;0;2;57816896;0;0
CRISTAL;0;2021;2;5781689620212;30.2;24.56;72.08;7056.38;0;0;0;129.0;24.93;70.98;0;0;1;57816896;0;0
CRISTAL;0;2021;3;5781689620213;79.2;23.69;77.53;7056.38;0;0;0;30.2;24.56;72.08;0;0;2;57816896;0;0
CRISTAL;1;2021;4;5781689620214;27.0;21.77;71.68;7056.38;0;0;0;79.2;23.69;77.53;0;0;2;57816896;0;0
CRISTAL;0;2021;5;5781689620215;164.8;15.51;76.38;7056.38;1;0;0;27.0;21.77;71.68;1;1;9;57816896;0;0
CRISTAL;0;2021;6;5781689620216;173.2;14.38;81.87;7056.38;0;1;0;164.8;15.51;76.38;0;0;7;57816896;0;0
CRISTAL;0;2021;7;5781689620217;46.6;13.59;77.22;7056.38;0;0;1;173.2;14.38;81.87;0;0;3;57816896;0;0
