,precipitacao (mm)-1,temperatura (°C)-1,umidade ar (%)-1,t-1,t-2,t-3,densidade_demografica
407,24.0,94.0,73.0,0.0,0.0,0.0,87.59981646195116
408,25.0,242.0,70.0,3.0,3.0,1.0,35.598684210526315
409,26.0,216.0,72.0,22.0,3.0,3.0,35.598684210526315
410,28.0,26.0,61.0,83.0,22.0,3.0,35.598684210526315
411,26.0,161.0,69.0,168.0,83.0,22.0,35.598684210526315
412,25.0,24.0,74.0,275.0,168.0,83.0,35.598684210526315
413,23.0,1.0,74.0,339.0,275.0,168.0,35.598684210526315
414,25.0,1.0,74.0,132.0,339.0,275.0,35.598684210526315
415,22.0,0.0,73.0,47.0,132.0,339.0,35.598684210526315
416,21.0,26.0,68.0,14.0,47.0,132.0,35.598684210526315
417,23.0,95.0,65.0,4.0,14.0,47.0,35.598684210526315
418,25.0,60.0,64.0,6.0,4.0,14.0,35.598684210526315
419,24.0,94.0,73.0,9.0,6.0,4.0,35.598684210526315
420,25.0,242.0,70.0,6.0,11.0,0.0,121.5801806254493
421,26.0,216.0,72.0,14.0,6.0,11.0,121.5801806254493
422,28.0,26.0,61.0,59.0,14.0,6.0,121.5801806254493
423,26.0,161.0,69.0,160.0,59.0,14.0,121.5801806254493
424,25.0,24.0,74.0,187.0,160.0,59.0,121.5801806254493
425,23.0,1.0,74.0,182.0,187.0,160.0,121.5801806254493
426,25.0,1.0,74.0,66.0,182.0,187.0,121.5801806254493
427,22.0,0.0,73.0,8.0,66.0,182.0,121.5801806254493
428,21.0,26.0,68.0,5.0,8.0,66.0,121.5801806254493
429,23.0,95.0,65.0,2.0,5.0,8.0,121.5801806254493
430,25.0,60.0,64.0,2.0,2.0,5.0,121.5801806254493
431,24.0,94.0,73.0,1.0,2.0,2.0,121.5801806254493
432,25.0,242.0,70.0,6.0,2.0,1.0,117.90404040404042
433,26.0,216.0,72.0,37.0,6.0,2.0,117.90404040404042
434,28.0,26.0,61.0,95.0,37.0,6.0,117.90404040404042
435,26.0,161.0,69.0,194.0,95.0,37.0,117.90404040404042
436,25.0,24.0,74.0,241.0,194.0,95.0,117.90404040404042
437,23.0,1.0,74.0,219.0,241.0,194.0,117.90404040404042
438,25.0,1.0,74.0,89.0,219.0,241.0,117.90404040404042
439,22.0,0.0,73.0,10.0,89.0,219.0,117.90404040404042
440,21.0,26.0,68.0,10.0,10.0,89.0,117.90404040404042
441,23.0,95.0,65.0,4.0,10.0,10.0,117.90404040404042
442,25.0,60.0,64.0,4.0,4.0,10.0,117.90404040404042
443,24.0,94.0,73.0,3.0,4.0,4.0,117.90404040404042
444,25.0,242.0,70.0,4.0,1.0,2.0,177.9562933496532
445,26.0,216.0,72.0,11.0,4.0,1.0,177.9562933496532
446,28.0,26.0,61.0,25.0,11.0,4.0,177.9562933496532
447,26.0,161.0,69.0,31.0,25.0,11.0,177.9562933496532
448,25.0,24.0,74.0,74.0,31.0,25.0,177.9562933496532
449,23.0,1.0,74.0,72.0,74.0,31.0,177.9562933496532
450,25.0,1.0,74.0,25.0,72.0,74.0,177.9562933496532
451,22.0,0.0,73.0,5.0,25.0,72.0,177.9562933496532
452,21.0,26.0,68.0,5.0,5.0,25.0,177.9562933496532
453,23.0,95.0,65.0,2.0,5.0,5.0,177.9562933496532
454,25.0,60.0,64.0,2.0,2.0,5.0,177.9562933496532
455,24.0,94.0,73.0,4.0,2.0,2.0,177.9562933496532
456,25.0,242.0,70.0,7.0,17.0,3.0,69.29308024476201
457,26.0,216.0,72.0,35.0,7.0,17.0,69.29308024476201
458,28.0,26.0,61.0,53.0,35.0,7.0,69.29308024476201
459,26.0,161.0,69.0,110.0,53.0,35.0,69.29308024476201
460,25.0,24.0,74.0,121.0,110.0,53.0,69.29308024476201
461,23.0,1.0,74.0,112.0,121.0,110.0,69.29308024476201
462,25.0,1.0,74.0,38.0,112.0,121.0,69.29308024476201
463,22.0,0.0,73.0,9.0,38.0,112.0,69.29308024476201
464,21.0,26.0,68.0,4.0,9.0,38.0,69.29308024476201
465,23.0,95.0,65.0,4.0,4.0,9.0,69.29308024476201
466,25.0,60.0,64.0,6.0,4.0,4.0,69.29308024476201
467,24.0,94.0,73.0,2.0,6.0,4.0,69.29308024476201
468,25.0,242.0,70.0,11.0,6.0,3.0,12.298925485562364
469,26.0,216.0,72.0,31.0,11.0,6.0,12.298925485562364
470,28.0,26.0,61.0,22.0,31.0,11.0,12.298925485562364
471,26.0,161.0,69.0,59.0,22.0,31.0,12.298925485562364
472,25.0,24.0,74.0,87.0,59.0,22.0,12.298925485562364
473,23.0,1.0,74.0,113.0,87.0,59.0,12.298925485562364
474,25.0,1.0,74.0,70.0,113.0,87.0,12.298925485562364
475,22.0,0.0,73.0,19.0,70.0,113.0,12.298925485562364
476,21.0,26.0,68.0,17.0,19.0,70.0,12.298925485562364
477,23.0,95.0,65.0,7.0,17.0,19.0,12.298925485562364
478,25.0,60.0,64.0,14.0,7.0,17.0,12.298925485562364
479,24.0,94.0,73.0,8.0,14.0,7.0,12.298925485562364
480,25.0,242.0,70.0,27.0,15.0,8.0,145.43982043193398
481,26.0,216.0,72.0,8.0,27.0,15.0,145.43982043193398
482,28.0,26.0,61.0,7.0,8.0,27.0,145.43982043193398
483,26.0,161.0,69.0,44.0,7.0,8.0,145.43982043193398
484,25.0,24.0,74.0,45.0,44.0,7.0,145.43982043193398
485,23.0,1.0,74.0,48.0,45.0,44.0,145.43982043193398
486,25.0,1.0,74.0,22.0,48.0,45.0,145.43982043193398
487,22.0,0.0,73.0,2.0,22.0,48.0,145.43982043193398
488,21.0,26.0,68.0,0.0,2.0,22.0,145.43982043193398
489,23.0,95.0,65.0,0.0,0.0,2.0,145.43982043193398
490,25.0,60.0,64.0,0.0,0.0,0.0,145.43982043193398
491,24.0,94.0,73.0,1.0,0.0,0.0,145.43982043193398
492,25.0,242.0,70.0,0.0,0.0,0.0,60.74460403267174
493,26.0,216.0,72.0,0.0,0.0,0.0,60.74460403267174
494,28.0,26.0,61.0,0.0,0.0,0.0,60.74460403267174
495,26.0,161.0,69.0,0.0,0.0,0.0,60.74460403267174
496,25.0,24.0,74.0,0.0,0.0,0.0,60.74460403267174
497,23.0,1.0,74.0,0.0,0.0,0.0,60.74460403267174
498,25.0,1.0,74.0,0.0,0.0,0.0,60.74460403267174
499,22.0,0.0,73.0,0.0,0.0,0.0,60.74460403267174
500,21.0,26.0,68.0,0.0,0.0,0.0,60.74460403267174
501,23.0,95.0,65.0,0.0,0.0,0.0,60.74460403267174
502,25.0,60.0,64.0,0.0,0.0,0.0,60.74460403267174
503,24.0,94.0,73.0,0.0,0.0,0.0,60.74460403267174
504,25.0,242.0,70.0,36.0,17.0,16.0,68.39236988377968
505,26.0,216.0,72.0,14.0,36.0,17.0,68.39236988377968
506,28.0,26.0,61.0,25.0,14.0,36.0,68.39236988377968
507,26.0,161.0,69.0,66.0,25.0,14.0,68.39236988377968
508,25.0,24.0,74.0,145.0,66.0,25.0,68.39236988377968
509,23.0,1.0,74.0,125.0,145.0,66.0,68.39236988377968
510,25.0,1.0,74.0,73.0,125.0,145.0,68.39236988377968
511,22.0,0.0,73.0,23.0,73.0,125.0,68.39236988377968
512,21.0,26.0,68.0,13.0,23.0,73.0,68.39236988377968
513,23.0,95.0,65.0,5.0,13.0,23.0,68.39236988377968
514,25.0,60.0,64.0,4.0,5.0,13.0,68.39236988377968
515,24.0,94.0,73.0,6.0,4.0,5.0,68.39236988377968
516,25.0,242.0,70.0,41.0,8.0,8.0,125.2648167539267
517,26.0,216.0,72.0,104.0,41.0,8.0,125.2648167539267
518,28.0,26.0,61.0,175.0,104.0,41.0,125.2648167539267
519,26.0,161.0,69.0,325.0,175.0,104.0,125.2648167539267
520,25.0,24.0,74.0,401.0,325.0,175.0,125.2648167539267
521,23.0,1.0,74.0,301.0,401.0,325.0,125.2648167539267
522,25.0,1.0,74.0,141.0,301.0,401.0,125.2648167539267
523,22.0,0.0,73.0,30.0,141.0,301.0,125.2648167539267
524,21.0,26.0,68.0,13.0,30.0,141.0,125.2648167539267
525,23.0,95.0,65.0,7.0,13.0,30.0,125.2648167539267
526,25.0,60.0,64.0,8.0,7.0,13.0,125.2648167539267
527,24.0,94.0,73.0,3.0,8.0,7.0,125.2648167539267
528,25.0,242.0,70.0,12.0,9.0,5.0,137.96984881209502
529,26.0,216.0,72.0,6.0,12.0,9.0,137.96984881209502
530,28.0,26.0,61.0,17.0,6.0,12.0,137.96984881209502
531,26.0,161.0,69.0,35.0,17.0,6.0,137.96984881209502
532,25.0,24.0,74.0,63.0,35.0,17.0,137.96984881209502
533,23.0,1.0,74.0,84.0,63.0,35.0,137.96984881209502
534,25.0,1.0,74.0,37.0,84.0,63.0,137.96984881209502
535,22.0,0.0,73.0,9.0,37.0,84.0,137.96984881209502
536,21.0,26.0,68.0,5.0,9.0,37.0,137.96984881209502
537,23.0,95.0,65.0,3.0,5.0,9.0,137.96984881209502
538,25.0,60.0,64.0,0.0,3.0,5.0,137.96984881209502
539,24.0,94.0,73.0,1.0,0.0,3.0,137.96984881209502
540,25.0,242.0,70.0,2.0,1.0,1.0,162.3424134419552
541,26.0,216.0,72.0,35.0,2.0,1.0,162.3424134419552
542,28.0,26.0,61.0,92.0,35.0,2.0,162.3424134419552
543,26.0,161.0,69.0,168.0,92.0,35.0,162.3424134419552
544,25.0,24.0,74.0,180.0,168.0,92.0,162.3424134419552
545,23.0,1.0,74.0,127.0,180.0,168.0,162.3424134419552
546,25.0,1.0,74.0,36.0,127.0,180.0,162.3424134419552
547,22.0,0.0,73.0,8.0,36.0,127.0,162.3424134419552
548,21.0,26.0,68.0,9.0,8.0,36.0,162.3424134419552
549,23.0,95.0,65.0,3.0,9.0,8.0,162.3424134419552
550,25.0,60.0,64.0,2.0,3.0,9.0,162.3424134419552
551,24.0,94.0,73.0,2.0,2.0,3.0,162.3424134419552
552,25.0,242.0,70.0,1.0,1.0,0.0,127.8736367946894
553,26.0,216.0,72.0,5.0,1.0,1.0,127.8736367946894
554,28.0,26.0,61.0,3.0,5.0,1.0,127.8736367946894
555,26.0,161.0,69.0,4.0,3.0,5.0,127.8736367946894
556,25.0,24.0,74.0,14.0,4.0,3.0,127.8736367946894
557,23.0,1.0,74.0,11.0,14.0,4.0,127.8736367946894
558,25.0,1.0,74.0,11.0,11.0,14.0,127.8736367946894
559,22.0,0.0,73.0,3.0,11.0,11.0,127.8736367946894
560,21.0,26.0,68.0,0.0,3.0,11.0,127.8736367946894
561,23.0,95.0,65.0,1.0,0.0,3.0,127.8736367946894
562,25.0,60.0,64.0,1.0,1.0,0.0,127.8736367946894
563,24.0,94.0,73.0,2.0,1.0,1.0,127.8736367946894
564,25.0,242.0,70.0,1.0,3.0,0.0,133.08314922675234
565,26.0,216.0,72.0,69.0,1.0,3.0,133.08314922675234
566,28.0,26.0,61.0,126.0,69.0,1.0,133.08314922675234
567,26.0,161.0,69.0,297.0,126.0,69.0,133.08314922675234
568,25.0,24.0,74.0,510.0,297.0,126.0,133.08314922675234
569,23.0,1.0,74.0,602.0,510.0,297.0,133.08314922675234
570,25.0,1.0,74.0,243.0,602.0,510.0,133.08314922675234
571,22.0,0.0,73.0,38.0,243.0,602.0,133.08314922675234
572,21.0,26.0,68.0,21.0,38.0,243.0,133.08314922675234
573,23.0,95.0,65.0,10.0,21.0,38.0,133.08314922675234
574,25.0,60.0,64.0,9.0,10.0,21.0,133.08314922675234
575,24.0,94.0,73.0,4.0,9.0,10.0,133.08314922675234
576,25.0,242.0,70.0,91.0,63.0,35.0,79.1741394080527
577,26.0,216.0,72.0,26.0,91.0,63.0,79.1741394080527
578,28.0,26.0,61.0,64.0,26.0,91.0,79.1741394080527
579,26.0,161.0,69.0,200.0,64.0,26.0,79.1741394080527
580,25.0,24.0,74.0,344.0,200.0,64.0,79.1741394080527
581,23.0,1.0,74.0,234.0,344.0,200.0,79.1741394080527
582,25.0,1.0,74.0,84.0,234.0,344.0,79.1741394080527
583,22.0,0.0,73.0,10.0,84.0,234.0,79.1741394080527
584,21.0,26.0,68.0,3.0,10.0,84.0,79.1741394080527
585,23.0,95.0,65.0,2.0,3.0,10.0,79.1741394080527
586,25.0,60.0,64.0,3.0,2.0,3.0,79.1741394080527
587,24.0,94.0,73.0,2.0,3.0,2.0,79.1741394080527
588,25.0,242.0,70.0,20.0,10.0,6.0,130.82421300382472
589,26.0,216.0,72.0,177.0,20.0,10.0,130.82421300382472
590,28.0,26.0,61.0,351.0,177.0,20.0,130.82421300382472
591,26.0,161.0,69.0,690.0,351.0,177.0,130.82421300382472
592,25.0,24.0,74.0,851.0,690.0,351.0,130.82421300382472
593,23.0,1.0,74.0,1004.0,851.0,690.0,130.82421300382472
594,25.0,1.0,74.0,412.0,1004.0,851.0,130.82421300382472
595,22.0,0.0,73.0,121.0,412.0,1004.0,130.82421300382472
596,21.0,26.0,68.0,47.0,121.0,412.0,130.82421300382472
597,23.0,95.0,65.0,15.0,47.0,121.0,130.82421300382472
598,25.0,60.0,64.0,22.0,15.0,47.0,130.82421300382472
599,24.0,94.0,73.0,16.0,22.0,15.0,130.82421300382472
600,25.0,242.0,70.0,22.0,11.0,8.0,29.54395462845799
601,26.0,216.0,72.0,12.0,22.0,11.0,29.54395462845799
602,28.0,26.0,61.0,13.0,12.0,22.0,29.54395462845799
603,26.0,161.0,69.0,19.0,13.0,12.0,29.54395462845799
604,25.0,24.0,74.0,33.0,19.0,13.0,29.54395462845799
605,23.0,1.0,74.0,42.0,33.0,19.0,29.54395462845799
606,25.0,1.0,74.0,15.0,42.0,33.0,29.54395462845799
607,22.0,0.0,73.0,5.0,15.0,42.0,29.54395462845799
608,21.0,26.0,68.0,1.0,5.0,15.0,29.54395462845799
609,23.0,95.0,65.0,1.0,1.0,5.0,29.54395462845799
610,25.0,60.0,64.0,1.0,1.0,1.0,29.54395462845799
611,24.0,94.0,73.0,1.0,1.0,1.0,29.54395462845799
612,25.0,242.0,70.0,12.0,9.0,2.0,21.06771288911757
613,26.0,216.0,72.0,63.0,12.0,9.0,21.06771288911757
614,28.0,26.0,61.0,59.0,63.0,12.0,21.06771288911757
615,26.0,161.0,69.0,164.0,59.0,63.0,21.06771288911757
616,25.0,24.0,74.0,231.0,164.0,59.0,21.06771288911757
617,23.0,1.0,74.0,185.0,231.0,164.0,21.06771288911757
618,25.0,1.0,74.0,97.0,185.0,231.0,21.06771288911757
619,22.0,0.0,73.0,14.0,97.0,185.0,21.06771288911757
620,21.0,26.0,68.0,5.0,14.0,97.0,21.06771288911757
621,23.0,95.0,65.0,2.0,5.0,14.0,21.06771288911757
622,25.0,60.0,64.0,2.0,2.0,5.0,21.06771288911757
623,24.0,94.0,73.0,5.0,2.0,2.0,21.06771288911757
624,25.0,242.0,70.0,71.0,99.0,57.0,406.8925203941095
625,26.0,216.0,72.0,4.0,71.0,99.0,406.8925203941095
626,28.0,26.0,61.0,0.0,4.0,71.0,406.8925203941095
627,26.0,161.0,69.0,9.0,0.0,4.0,406.8925203941095
628,25.0,24.0,74.0,66.0,9.0,0.0,406.8925203941095
629,23.0,1.0,74.0,104.0,66.0,9.0,406.8925203941095
630,25.0,1.0,74.0,46.0,104.0,66.0,406.8925203941095
631,22.0,0.0,73.0,2.0,46.0,104.0,406.8925203941095
632,21.0,26.0,68.0,0.0,2.0,46.0,406.8925203941095
633,23.0,95.0,65.0,0.0,0.0,2.0,406.8925203941095
634,25.0,60.0,64.0,0.0,0.0,0.0,406.8925203941095
635,24.0,94.0,73.0,0.0,0.0,0.0,406.8925203941095
636,25.0,242.0,70.0,21.0,6.0,7.0,258.7273143904674
637,26.0,216.0,72.0,12.0,21.0,6.0,258.7273143904674
638,28.0,26.0,61.0,51.0,12.0,21.0,258.7273143904674
639,26.0,161.0,69.0,84.0,51.0,12.0,258.7273143904674
640,25.0,24.0,74.0,59.0,84.0,51.0,258.7273143904674
641,23.0,1.0,74.0,128.0,59.0,84.0,258.7273143904674
642,25.0,1.0,74.0,77.0,128.0,59.0,258.7273143904674
643,22.0,0.0,73.0,42.0,77.0,128.0,258.7273143904674
644,21.0,26.0,68.0,19.0,42.0,77.0,258.7273143904674
645,23.0,95.0,65.0,7.0,19.0,42.0,258.7273143904674
646,25.0,60.0,64.0,3.0,7.0,19.0,258.7273143904674
647,24.0,94.0,73.0,4.0,3.0,7.0,258.7273143904674
648,25.0,242.0,70.0,10.0,4.0,1.0,129.70815602836876
649,26.0,216.0,72.0,25.0,10.0,4.0,129.70815602836876
650,28.0,26.0,61.0,28.0,25.0,10.0,129.70815602836876
651,26.0,161.0,69.0,77.0,28.0,25.0,129.70815602836876
652,25.0,24.0,74.0,77.0,77.0,28.0,129.70815602836876
653,23.0,1.0,74.0,72.0,77.0,77.0,129.70815602836876
654,25.0,1.0,74.0,31.0,72.0,77.0,129.70815602836876
655,22.0,0.0,73.0,13.0,31.0,72.0,129.70815602836876
656,21.0,26.0,68.0,10.0,13.0,31.0,129.70815602836876
657,23.0,95.0,65.0,2.0,10.0,13.0,129.70815602836876
658,25.0,60.0,64.0,3.0,2.0,10.0,129.70815602836876
659,24.0,94.0,73.0,4.0,3.0,2.0,129.70815602836876
660,25.0,242.0,70.0,3.0,4.0,0.0,67.97238955823292
661,26.0,216.0,72.0,6.0,3.0,4.0,67.97238955823292
662,28.0,26.0,61.0,9.0,6.0,3.0,67.97238955823292
663,26.0,161.0,69.0,16.0,9.0,6.0,67.97238955823292
664,25.0,24.0,74.0,26.0,16.0,9.0,67.97238955823292
665,23.0,1.0,74.0,21.0,26.0,16.0,67.97238955823292
666,25.0,1.0,74.0,7.0,21.0,26.0,67.97238955823292
667,22.0,0.0,73.0,1.0,7.0,21.0,67.97238955823292
668,21.0,26.0,68.0,5.0,1.0,7.0,67.97238955823292
669,23.0,95.0,65.0,4.0,5.0,1.0,67.97238955823292
670,25.0,60.0,64.0,5.0,4.0,5.0,67.97238955823292
671,24.0,94.0,73.0,4.0,5.0,4.0,67.97238955823292
672,25.0,242.0,70.0,2.0,0.0,0.0,16.847875260509323
673,26.0,216.0,72.0,17.0,2.0,0.0,16.847875260509323
674,28.0,26.0,61.0,40.0,17.0,2.0,16.847875260509323
675,26.0,161.0,69.0,136.0,40.0,17.0,16.847875260509323
676,25.0,24.0,74.0,398.0,136.0,40.0,16.847875260509323
677,23.0,1.0,74.0,100.0,398.0,136.0,16.847875260509323
678,25.0,1.0,74.0,37.0,100.0,398.0,16.847875260509323
679,22.0,0.0,73.0,7.0,37.0,100.0,16.847875260509323
680,21.0,26.0,68.0,2.0,7.0,37.0,16.847875260509323
681,23.0,95.0,65.0,2.0,2.0,7.0,16.847875260509323
682,25.0,60.0,64.0,1.0,2.0,2.0,16.847875260509323
683,24.0,94.0,73.0,2.0,1.0,2.0,16.847875260509323
684,25.0,242.0,70.0,3.0,2.0,1.0,42.106440439147526
685,26.0,216.0,72.0,5.0,3.0,2.0,42.106440439147526
686,28.0,26.0,61.0,3.0,5.0,3.0,42.106440439147526
687,26.0,161.0,69.0,19.0,3.0,5.0,42.106440439147526
688,25.0,24.0,74.0,18.0,19.0,3.0,42.106440439147526
689,23.0,1.0,74.0,17.0,18.0,19.0,42.106440439147526
690,25.0,1.0,74.0,12.0,17.0,18.0,42.106440439147526
691,22.0,0.0,73.0,2.0,12.0,17.0,42.106440439147526
692,21.0,26.0,68.0,2.0,2.0,12.0,42.106440439147526
693,23.0,95.0,65.0,4.0,2.0,2.0,42.106440439147526
694,25.0,60.0,64.0,1.0,4.0,2.0,42.106440439147526
695,24.0,94.0,73.0,3.0,1.0,4.0,42.106440439147526
696,25.0,242.0,70.0,11.0,0.0,0.0,185.431361540004
697,26.0,216.0,72.0,8.0,11.0,0.0,185.431361540004
698,28.0,26.0,61.0,21.0,8.0,11.0,185.431361540004
699,26.0,161.0,69.0,29.0,21.0,8.0,185.431361540004
700,25.0,24.0,74.0,57.0,29.0,21.0,185.431361540004
701,23.0,1.0,74.0,65.0,57.0,29.0,185.431361540004
702,25.0,1.0,74.0,25.0,65.0,57.0,185.431361540004
703,22.0,0.0,73.0,10.0,25.0,65.0,185.431361540004
704,21.0,26.0,68.0,9.0,10.0,25.0,185.431361540004
705,23.0,95.0,65.0,3.0,9.0,10.0,185.431361540004
706,25.0,60.0,64.0,7.0,3.0,9.0,185.431361540004
707,24.0,94.0,73.0,6.0,7.0,3.0,185.431361540004
708,25.0,242.0,70.0,0.0,3.0,1.0,142.54947175183568
709,26.0,216.0,72.0,15.0,0.0,3.0,142.54947175183568
710,28.0,26.0,61.0,33.0,15.0,0.0,142.54947175183568
711,26.0,161.0,69.0,87.0,33.0,15.0,142.54947175183568
712,25.0,24.0,74.0,143.0,87.0,33.0,142.54947175183568
713,23.0,1.0,74.0,205.0,143.0,87.0,142.54947175183568
714,25.0,1.0,74.0,81.0,205.0,143.0,142.54947175183568
715,22.0,0.0,73.0,11.0,81.0,205.0,142.54947175183568
716,21.0,26.0,68.0,11.0,11.0,81.0,142.54947175183568
717,23.0,95.0,65.0,3.0,11.0,11.0,142.54947175183568
718,25.0,60.0,64.0,6.0,3.0,11.0,142.54947175183568
719,24.0,94.0,73.0,3.0,6.0,3.0,142.54947175183568
720,25.0,242.0,70.0,0.0,0.0,0.0,637.2333040972309
721,26.0,216.0,72.0,58.0,0.0,0.0,637.2333040972309
722,28.0,26.0,61.0,223.0,58.0,0.0,637.2333040972309
723,26.0,161.0,69.0,447.0,223.0,58.0,637.2333040972309
724,25.0,24.0,74.0,447.0,447.0,223.0,637.2333040972309
725,23.0,1.0,74.0,332.0,447.0,447.0,637.2333040972309
726,25.0,1.0,74.0,123.0,332.0,447.0,637.2333040972309
727,22.0,0.0,73.0,32.0,123.0,332.0,637.2333040972309
728,21.0,26.0,68.0,22.0,32.0,123.0,637.2333040972309
729,23.0,95.0,65.0,11.0,22.0,32.0,637.2333040972309
730,25.0,60.0,64.0,10.0,11.0,22.0,637.2333040972309
731,24.0,94.0,73.0,5.0,10.0,11.0,637.2333040972309
732,25.0,242.0,70.0,0.0,0.0,0.0,125.4944582215699
733,26.0,216.0,72.0,39.0,0.0,0.0,125.4944582215699
734,28.0,26.0,61.0,77.0,39.0,0.0,125.4944582215699
735,26.0,161.0,69.0,271.0,77.0,39.0,125.4944582215699
736,25.0,24.0,74.0,685.0,271.0,77.0,125.4944582215699
737,23.0,1.0,74.0,453.0,685.0,271.0,125.4944582215699
738,25.0,1.0,74.0,94.0,453.0,685.0,125.4944582215699
739,22.0,0.0,73.0,15.0,94.0,453.0,125.4944582215699
740,21.0,26.0,68.0,3.0,15.0,94.0,125.4944582215699
741,23.0,95.0,65.0,6.0,3.0,15.0,125.4944582215699
742,25.0,60.0,64.0,2.0,6.0,3.0,125.4944582215699
743,24.0,94.0,73.0,4.0,2.0,6.0,125.4944582215699
744,25.0,242.0,70.0,7.0,3.0,4.0,226.82026061897
745,26.0,216.0,72.0,8.0,7.0,3.0,226.82026061897
746,28.0,26.0,61.0,19.0,8.0,7.0,226.82026061897
747,26.0,161.0,69.0,44.0,19.0,8.0,226.82026061897
748,25.0,24.0,74.0,94.0,44.0,19.0,226.82026061897
749,23.0,1.0,74.0,84.0,94.0,44.0,226.82026061897
750,25.0,1.0,74.0,32.0,84.0,94.0,226.82026061897
751,22.0,0.0,73.0,9.0,32.0,84.0,226.82026061897
752,21.0,26.0,68.0,7.0,9.0,32.0,226.82026061897
753,23.0,95.0,65.0,6.0,7.0,9.0,226.82026061897
754,25.0,60.0,64.0,2.0,6.0,7.0,226.82026061897
755,24.0,94.0,73.0,4.0,2.0,6.0,226.82026061897
756,25.0,242.0,70.0,12.0,4.0,7.0,140.17109685303998
757,26.0,216.0,72.0,12.0,12.0,4.0,140.17109685303998
758,28.0,26.0,61.0,21.0,12.0,12.0,140.17109685303998
759,26.0,161.0,69.0,82.0,21.0,12.0,140.17109685303998
760,25.0,24.0,74.0,95.0,82.0,21.0,140.17109685303998
761,23.0,1.0,74.0,49.0,95.0,82.0,140.17109685303998
762,25.0,1.0,74.0,24.0,49.0,95.0,140.17109685303998
763,22.0,0.0,73.0,11.0,24.0,49.0,140.17109685303998
764,21.0,26.0,68.0,10.0,11.0,24.0,140.17109685303998
765,23.0,95.0,65.0,10.0,10.0,11.0,140.17109685303998
766,25.0,60.0,64.0,5.0,10.0,10.0,140.17109685303998
767,24.0,94.0,73.0,3.0,5.0,10.0,140.17109685303998
768,25.0,242.0,70.0,0.0,0.0,0.0,153.75061476638874
769,26.0,216.0,72.0,12.0,0.0,0.0,153.75061476638874
770,28.0,26.0,61.0,31.0,12.0,0.0,153.75061476638874
771,26.0,161.0,69.0,58.0,31.0,12.0,153.75061476638874
772,25.0,24.0,74.0,69.0,58.0,31.0,153.75061476638874
773,23.0,1.0,74.0,60.0,69.0,58.0,153.75061476638874
774,25.0,1.0,74.0,18.0,60.0,69.0,153.75061476638874
775,22.0,0.0,73.0,4.0,18.0,60.0,153.75061476638874
776,21.0,26.0,68.0,3.0,4.0,18.0,153.75061476638874
777,23.0,95.0,65.0,1.0,3.0,4.0,153.75061476638874
778,25.0,60.0,64.0,5.0,1.0,3.0,153.75061476638874
779,24.0,94.0,73.0,1.0,5.0,1.0,153.75061476638874
780,25.0,242.0,70.0,12.0,7.0,4.0,125.5260022644228
781,26.0,216.0,72.0,138.0,12.0,7.0,125.5260022644228
782,28.0,26.0,61.0,283.0,138.0,12.0,125.5260022644228
783,26.0,161.0,69.0,407.0,283.0,138.0,125.5260022644228
784,25.0,24.0,74.0,414.0,407.0,283.0,125.5260022644228
785,23.0,1.0,74.0,163.0,414.0,407.0,125.5260022644228
786,25.0,1.0,74.0,63.0,163.0,414.0,125.5260022644228
787,22.0,0.0,73.0,10.0,63.0,163.0,125.5260022644228
788,21.0,26.0,68.0,9.0,10.0,63.0,125.5260022644228
789,23.0,95.0,65.0,4.0,9.0,10.0,125.5260022644228
790,25.0,60.0,64.0,8.0,4.0,9.0,125.5260022644228
791,24.0,94.0,73.0,0.0,8.0,4.0,125.5260022644228
792,25.0,242.0,70.0,5.0,3.0,1.0,98.07975757575755
793,26.0,216.0,72.0,6.0,5.0,3.0,98.07975757575755
794,28.0,26.0,61.0,10.0,6.0,5.0,98.07975757575755
795,26.0,161.0,69.0,14.0,10.0,6.0,98.07975757575755
796,25.0,24.0,74.0,22.0,14.0,10.0,98.07975757575755
797,23.0,1.0,74.0,54.0,22.0,14.0,98.07975757575755
798,25.0,1.0,74.0,28.0,54.0,22.0,98.07975757575755
799,22.0,0.0,73.0,12.0,28.0,54.0,98.07975757575755
800,21.0,26.0,68.0,5.0,12.0,28.0,98.07975757575755
801,23.0,95.0,65.0,0.0,5.0,12.0,98.07975757575755
802,25.0,60.0,64.0,2.0,0.0,5.0,98.07975757575755
803,24.0,94.0,73.0,1.0,2.0,0.0,98.07975757575755
804,25.0,242.0,70.0,11.0,10.0,7.0,204.68420413614484
805,26.0,216.0,72.0,18.0,11.0,10.0,204.68420413614484
806,28.0,26.0,61.0,64.0,18.0,11.0,204.68420413614484
807,26.0,161.0,69.0,165.0,64.0,18.0,204.68420413614484
808,25.0,24.0,74.0,310.0,165.0,64.0,204.68420413614484
809,23.0,1.0,74.0,364.0,310.0,165.0,204.68420413614484
810,25.0,1.0,74.0,161.0,364.0,310.0,204.68420413614484
811,22.0,0.0,73.0,22.0,161.0,364.0,204.68420413614484
812,21.0,26.0,68.0,13.0,22.0,161.0,204.68420413614484
813,23.0,95.0,65.0,13.0,13.0,22.0,204.68420413614484
814,25.0,60.0,64.0,10.0,13.0,13.0,204.68420413614484
815,24.0,94.0,73.0,5.0,10.0,13.0,204.68420413614484
816,25.0,242.0,70.0,72.0,18.0,7.0,158.21104124884815
